"filename", "language", "Python", "CSV", "TypeScript JSX", "XML", "JSON", "comment", "blank", "total"
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\core_funcs.py", "Python", 94, 0, 0, 0, 0, 0, 20, 114
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\entities.py", "Python", 47, 0, 0, 0, 0, 1, 10, 58
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\entity.py", "Python", 197, 0, 0, 0, 0, 9, 28, 234
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\entity_map.py", "Python", 12, 0, 0, 0, 0, 0, 1, 13
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\entity_objs\kingslime.py", "Python", 9, 0, 0, 0, 0, 0, 4, 13
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\entity_objs\knight.py", "Python", 18, 0, 0, 0, 0, 0, 4, 22
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\entity_objs\megaslime.py", "Python", 9, 0, 0, 0, 0, 0, 4, 13
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\entity_objs\player.py", "Python", 124, 0, 0, 0, 0, 10, 25, 159
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\entity_objs\slime.py", "Python", 32, 0, 0, 0, 0, 6, 8, 46
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\hitboxes.py", "Python", 55, 0, 0, 0, 0, 5, 9, 69
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\input.py", "Python", 73, 0, 0, 0, 0, 0, 14, 87
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\inventory.py", "Python", 133, 0, 0, 0, 0, 2, 29, 164
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\item.py", "Python", 29, 0, 0, 0, 0, 0, 7, 36
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\item_serializer.py", "Python", 6, 0, 0, 0, 0, 0, 1, 7
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\particles.py", "Python", 89, 0, 0, 0, 0, 0, 12, 101
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\projectiles.py", "Python", 87, 0, 0, 0, 0, 0, 11, 98
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\renderer.py", "Python", 79, 0, 0, 0, 0, 11, 19, 109
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\skills.py", "Python", 42, 0, 0, 0, 0, 0, 7, 49
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\spawner.py", "Python", 51, 0, 0, 0, 0, 2, 11, 64
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\spritesheet_loader.py", "Python", 54, 0, 0, 0, 0, 0, 6, 60
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\standalone_animations.py", "Python", 21, 0, 0, 0, 0, 0, 5, 26
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\text.py", "Python", 29, 0, 0, 0, 0, 0, 4, 33
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\tile_map.py", "Python", 102, 0, 0, 0, 0, 3, 14, 119
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\tower.py", "Python", 137, 0, 0, 0, 0, 0, 33, 170
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\tower_map.py", "Python", 12, 0, 0, 0, 0, 0, 1, 13
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\tower_objs\archer.py", "Python", 6, 0, 0, 0, 0, 0, 2, 8
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\tower_objs\bomber.py", "Python", 6, 0, 0, 0, 0, 0, 2, 8
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\tower_objs\cleric.py", "Python", 6, 0, 0, 0, 0, 0, 2, 8
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\tower_objs\phoenix.py", "Python", 6, 0, 0, 0, 0, 0, 2, 8
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\tower_objs\wizard_tower.py", "Python", 18, 0, 0, 0, 0, 0, 5, 23
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\towers.py", "Python", 29, 0, 0, 0, 0, 0, 8, 37
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\vfx.py", "Python", 328, 0, 0, 0, 0, 7, 48, 383
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\weapon.py", "Python", 54, 0, 0, 0, 0, 1, 7, 62
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\weapon_objs\dagger.py", "Python", 13, 0, 0, 0, 0, 1, 3, 17
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\weapons.py", "Python", 14, 0, 0, 0, 0, 0, 3, 17
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\window.py", "Python", 64, 0, 0, 0, 0, 0, 23, 87
"c:\Users\nohan\Desktop\Projects\Original\Tower Defense\scripts\world.py", "Python", 88, 0, 0, 0, 0, 10, 21, 119
"Total", "-", 2422, 67, 45, 313, 254, 72, 469, 3642
